session_id,user_id,session_start_ts,channel,campaign_id,landing_page,device,session_month
7282,u000103,2024-07-22 15:33:04,Video,5.0,/demo,tablet,2024-07
7283,u001056,2024-04-06 11:13:14,Search,1.0,/case-studies,mobile,2024-04
7284,u000488,2024-08-21 14:40:36,Search,2.0,/blog,desktop,2024-08
7285,u000857,2024-11-16 00:59:37,Affiliate,6.0,/demo,mobile,2024-11
7286,u000401,2024-02-14 04:16:38,Organic,,/blog,desktop,2024-02
7287,u000341,2024-06-03 20:45:44,Affiliate,6.0,/pricing,desktop,2024-06
7288,u001226,2024-05-28 21:43:24,Video,5.0,/,desktop,2024-05
7289,u000866,2024-12-05 06:36:50,Search,1.0,/demo,tablet,2024-12
7290,u000908,2024-09-06 19:49:41,Search,1.0,/,mobile,2024-09
7291,u001555,2024-03-31 13:43:34,Organic,,/demo,mobile,2024-03
7292,u001160,2024-11-04 05:35:49,Search,2.0,/blog,desktop,2024-11
7293,u001154,2024-11-27 21:10:44,Direct,,/pricing,tablet,2024-11
7294,u001702,2024-03-23 07:16:49,Direct,,/demo,desktop,2024-03
7295,u000544,2024-10-26 09:12:13,Paid Social,3.0,/blog,tablet,2024-10
7296,u000909,2024-10-22 11:49:29,Organic,,/product,desktop,2024-10
7297,u000787,2024-12-10 06:11:38,Organic,,/product,mobile,2024-12
7298,u000378,2024-10-06 03:00:15,Search,2.0,/product,desktop,2024-10
7299,u000512,2024-02-01 23:25:29,Organic,,/product,tablet,2024-02
7300,u000537,2024-02-14 10:47:33,Video,5.0,/demo,mobile,2024-02
7301,u000463,2024-12-06 18:34:21,Search,2.0,/blog,desktop,2024-12
7302,u000986,2024-07-13 06:58:14,Organic,,/pricing,desktop,2024-07
7303,u000051,2024-04-27 21:46:20,Direct,,/product,tablet,2024-04
7304,u000636,2024-05-02 21:21:54,Direct,,/product,mobile,2024-05
7305,u000112,2024-03-23 15:23:23,Video,5.0,/,tablet,2024-03
7306,u000661,2024-01-02 14:54:31,Search,1.0,/product,mobile,2024-01
7307,u001005,2024-05-24 05:13:44,Direct,,/,mobile,2024-05
7308,u001110,2024-12-07 05:40:44,Organic,,/case-studies,desktop,2024-12
7309,u000946,2024-09-27 13:16:11,Direct,,/blog,mobile,2024-09
7310,u000386,2024-08-25 12:54:57,Video,5.0,/,desktop,2024-08
7311,u001315,2024-07-29 08:27:51,Organic,,/blog,tablet,2024-07
7312,u000916,2024-11-05 18:06:18,Paid Social,4.0,/case-studies,mobile,2024-11
7313,u000232,2024-08-02 15:16:42,Organic,,/,desktop,2024-08
7314,u000828,2024-05-01 11:49:44,Direct,,/demo,desktop,2024-05
7315,u000785,2024-08-14 13:13:07,Search,1.0,/blog,tablet,2024-08
7316,u001338,2024-10-26 22:14:23,Paid Social,3.0,/case-studies,desktop,2024-10
7317,u001694,2024-08-12 05:34:06,Search,1.0,/blog,tablet,2024-08
7318,u000906,2024-09-07 09:43:37,Direct,,/pricing,tablet,2024-09
7319,u001343,2024-02-25 23:36:48,Organic,,/product,mobile,2024-02
7320,u000372,2024-09-22 19:04:15,Search,2.0,/product,mobile,2024-09
7321,u000838,2024-01-14 09:11:24,Search,2.0,/demo,tablet,2024-01
7322,u001543,2024-11-29 15:53:09,Organic,,/pricing,desktop,2024-11
7323,u001581,2024-11-21 23:24:48,Organic,,/,mobile,2024-11
7324,u000228,2024-06-15 17:59:14,Direct,,/,tablet,2024-06
7325,u001224,2024-06-22 06:16:44,Search,2.0,/,mobile,2024-06
7326,u001080,2024-11-17 00:05:20,Search,1.0,/,mobile,2024-11
7327,u000922,2024-10-22 20:19:25,Search,1.0,/demo,tablet,2024-10
7328,u000596,2024-11-08 12:14:15,Search,1.0,/product,tablet,2024-11
7329,u001269,2024-09-21 04:05:35,Search,2.0,/blog,mobile,2024-09
7330,u000498,2024-08-17 23:34:35,Paid Social,3.0,/product,tablet,2024-08
7331,u000244,2024-12-21 20:01:42,Direct,,/demo,desktop,2024-12
7332,u001286,2024-08-30 22:13:55,Search,1.0,/pricing,desktop,2024-08
7333,u000439,2024-02-05 15:27:57,Affiliate,6.0,/demo,tablet,2024-02
7334,u001026,2024-02-15 13:49:50,Search,1.0,/demo,mobile,2024-02
7335,u000457,2024-06-16 14:21:34,Search,1.0,/blog,mobile,2024-06
7336,u001745,2024-01-03 18:32:08,Paid Social,4.0,/,desktop,2024-01
7337,u001548,2024-08-21 15:34:21,Search,2.0,/pricing,mobile,2024-08
7338,u001138,2024-01-23 04:43:35,Organic,,/,mobile,2024-01
7339,u001143,2024-09-07 05:15:05,Affiliate,6.0,/pricing,tablet,2024-09
7340,u000748,2024-02-21 21:07:07,Direct,,/blog,desktop,2024-02
7341,u000938,2024-04-24 23:28:33,Search,1.0,/pricing,tablet,2024-04
7342,u000636,2024-09-14 05:35:58,Paid Social,3.0,/pricing,mobile,2024-09
7343,u000486,2024-03-12 08:33:18,Search,2.0,/product,mobile,2024-03
7344,u001451,2024-02-20 03:09:27,Direct,,/case-studies,desktop,2024-02
7345,u000988,2024-07-25 05:29:03,Organic,,/product,tablet,2024-07
7346,u001445,2024-12-29 15:15:19,Search,1.0,/demo,mobile,2024-12
7347,u000307,2024-06-27 02:24:05,Video,5.0,/pricing,tablet,2024-06
7348,u001387,2024-12-09 08:52:49,Affiliate,6.0,/blog,tablet,2024-12
7349,u000393,2024-11-05 15:46:45,Direct,,/product,tablet,2024-11
7350,u000908,2024-01-26 03:31:03,Paid Social,3.0,/product,tablet,2024-01
7351,u000305,2024-07-15 03:00:05,Direct,,/blog,mobile,2024-07
7352,u000994,2024-10-31 14:22:42,Affiliate,6.0,/blog,tablet,2024-10
7353,u000225,2024-03-01 12:50:34,Direct,,/blog,desktop,2024-03
7354,u000567,2024-02-25 03:14:14,Search,1.0,/demo,desktop,2024-02
7355,u000624,2024-12-02 15:58:18,Organic,,/demo,tablet,2024-12
7356,u000236,2024-11-17 00:50:39,Video,5.0,/demo,desktop,2024-11
7357,u000903,2024-12-12 00:52:29,Direct,,/case-studies,desktop,2024-12
7358,u000456,2024-06-12 01:53:59,Search,2.0,/,tablet,2024-06
7359,u000891,2024-12-15 23:32:48,Video,5.0,/product,tablet,2024-12
7360,u001772,2024-01-11 01:17:59,Paid Social,3.0,/product,desktop,2024-01
7361,u000036,2024-09-20 17:41:56,Search,1.0,/demo,tablet,2024-09
7362,u001569,2024-01-30 13:51:41,Direct,,/case-studies,desktop,2024-01
7363,u001519,2024-12-29 08:33:41,Video,5.0,/pricing,desktop,2024-12
7364,u001630,2024-07-29 18:27:38,Direct,,/product,mobile,2024-07
7365,u000600,2024-11-19 09:23:41,Video,5.0,/case-studies,desktop,2024-11
7366,u000668,2024-03-14 02:39:37,Organic,,/,desktop,2024-03
7367,u000486,2024-12-29 04:58:57,Search,2.0,/product,mobile,2024-12
7368,u001376,2024-06-19 21:43:49,Search,1.0,/blog,mobile,2024-06
7369,u000612,2024-07-23 18:39:45,Search,1.0,/product,tablet,2024-07
7370,u000355,2024-01-28 06:59:12,Organic,,/case-studies,tablet,2024-01
7371,u000031,2024-04-03 00:54:14,Direct,,/,mobile,2024-04
7372,u001244,2024-07-25 21:45:03,Organic,,/,mobile,2024-07
7373,u000331,2024-10-09 07:01:24,Organic,,/case-studies,desktop,2024-10
7374,u000484,2024-04-14 07:06:56,Paid Social,4.0,/blog,mobile,2024-04
7375,u001022,2024-11-11 21:19:05,Search,1.0,/,desktop,2024-11
7376,u001485,2024-02-24 21:27:55,Organic,,/case-studies,mobile,2024-02
7377,u000095,2024-07-08 21:05:17,Organic,,/demo,mobile,2024-07
7378,u001684,2024-10-16 02:13:48,Organic,,/blog,desktop,2024-10
7379,u001603,2024-04-13 18:50:15,Video,5.0,/blog,tablet,2024-04
7380,u000291,2024-06-21 16:09:08,Organic,,/pricing,tablet,2024-06
7381,u001151,2024-03-15 22:58:42,Video,5.0,/product,desktop,2024-03
7382,u000013,2024-10-04 04:35:05,Search,2.0,/blog,mobile,2024-10
7383,u001218,2024-10-02 22:58:12,Video,5.0,/blog,tablet,2024-10
7384,u001417,2024-03-11 03:02:24,Organic,,/demo,tablet,2024-03
7385,u000730,2024-09-14 17:09:22,Direct,,/pricing,desktop,2024-09
7386,u000229,2024-06-24 14:12:09,Direct,,/pricing,mobile,2024-06
7387,u001350,2024-06-25 01:30:48,Organic,,/blog,mobile,2024-06
7388,u001661,2024-02-14 10:56:34,Search,2.0,/,desktop,2024-02
7389,u001416,2024-06-20 21:23:16,Direct,,/pricing,tablet,2024-06
7390,u000971,2024-08-28 08:52:12,Paid Social,3.0,/blog,tablet,2024-08
7391,u000093,2024-10-03 09:42:24,Search,2.0,/case-studies,desktop,2024-10
7392,u000115,2024-09-17 00:51:36,Direct,,/product,tablet,2024-09
7393,u000386,2024-01-02 00:44:06,Organic,,/pricing,desktop,2024-01
7394,u000329,2024-08-02 07:13:06,Search,1.0,/case-studies,desktop,2024-08
7395,u000957,2024-02-18 11:39:25,Search,1.0,/blog,tablet,2024-02
7396,u000621,2024-11-05 23:30:19,Direct,,/demo,desktop,2024-11
7397,u000910,2024-10-27 16:59:27,Organic,,/blog,desktop,2024-10
7398,u000401,2024-10-10 02:03:41,Organic,,/case-studies,desktop,2024-10
7399,u001444,2024-11-15 07:50:11,Paid Social,4.0,/case-studies,tablet,2024-11
7400,u000391,2024-01-21 01:39:50,Paid Social,4.0,/pricing,mobile,2024-01
7401,u001454,2024-04-16 21:19:21,Search,2.0,/,mobile,2024-04
7402,u000797,2024-04-06 19:45:33,Organic,,/demo,mobile,2024-04
7403,u001679,2024-03-06 08:41:19,Search,1.0,/product,tablet,2024-03
7404,u001007,2024-06-17 05:41:48,Organic,,/product,tablet,2024-06
7405,u001008,2024-06-11 13:43:45,Organic,,/demo,tablet,2024-06
7406,u000138,2024-09-30 05:09:12,Search,1.0,/demo,mobile,2024-09
7407,u000122,2024-09-29 10:24:28,Organic,,/,mobile,2024-09
7408,u001333,2024-07-08 12:11:06,Paid Social,3.0,/pricing,desktop,2024-07
7409,u001451,2024-06-28 10:08:06,Search,1.0,/case-studies,tablet,2024-06
7410,u000928,2024-09-16 03:19:32,Direct,,/blog,desktop,2024-09
7411,u001753,2024-12-27 14:27:31,Search,1.0,/pricing,mobile,2024-12
7412,u000640,2024-06-14 20:33:15,Direct,,/product,mobile,2024-06
7413,u000857,2024-04-16 13:01:51,Paid Social,3.0,/case-studies,mobile,2024-04
7414,u000534,2024-03-17 23:07:12,Direct,,/case-studies,mobile,2024-03
7415,u000814,2024-09-19 07:06:49,Organic,,/demo,mobile,2024-09
7416,u000791,2024-08-29 23:06:56,Organic,,/demo,mobile,2024-08
7417,u000879,2024-08-06 17:12:06,Paid Social,4.0,/demo,desktop,2024-08
7418,u000722,2024-05-09 11:52:40,Search,2.0,/blog,mobile,2024-05
7419,u000728,2024-07-15 11:53:30,Organic,,/product,desktop,2024-07
7420,u000789,2024-09-25 22:41:36,Paid Social,3.0,/blog,mobile,2024-09
7421,u001515,2024-09-25 03:39:30,Direct,,/demo,tablet,2024-09
7422,u001255,2024-03-09 15:33:51,Video,5.0,/blog,desktop,2024-03
7423,u000367,2024-10-21 22:42:15,Direct,,/demo,tablet,2024-10
7424,u000941,2024-03-23 06:17:21,Organic,,/,desktop,2024-03
7425,u001771,2024-07-06 11:44:30,Search,2.0,/,tablet,2024-07
7426,u001660,2024-10-03 06:39:46,Search,1.0,/blog,desktop,2024-10
7427,u000601,2024-10-26 23:06:57,Direct,,/blog,tablet,2024-10
7428,u001765,2024-07-21 01:26:59,Search,2.0,/product,desktop,2024-07
7429,u000004,2024-04-23 16:28:50,Organic,,/,tablet,2024-04
7430,u000952,2024-06-04 04:28:42,Organic,,/demo,mobile,2024-06
7431,u001150,2024-03-17 18:21:15,Direct,,/blog,mobile,2024-03
7432,u000515,2024-08-09 16:39:49,Organic,,/product,tablet,2024-08
7433,u001534,2024-12-30 11:45:31,Direct,,/,tablet,2024-12
7434,u001057,2024-03-09 09:01:51,Video,5.0,/,mobile,2024-03
7435,u000321,2024-01-02 16:07:17,Paid Social,3.0,/demo,desktop,2024-01
7436,u001744,2024-10-09 14:47:18,Direct,,/pricing,tablet,2024-10
7437,u001799,2024-12-11 14:49:16,Video,5.0,/blog,tablet,2024-12
7438,u001397,2024-05-02 03:30:47,Organic,,/,desktop,2024-05
7439,u001415,2024-05-22 18:27:00,Search,2.0,/case-studies,desktop,2024-05
7440,u001273,2024-05-08 16:40:10,Paid Social,3.0,/pricing,desktop,2024-05
7441,u000348,2024-03-31 21:20:16,Video,5.0,/blog,desktop,2024-03
7442,u000984,2024-06-26 08:36:51,Search,2.0,/case-studies,desktop,2024-06
7443,u000572,2024-03-22 17:22:50,Organic,,/blog,tablet,2024-03
7444,u001483,2024-08-11 06:14:29,Organic,,/case-studies,tablet,2024-08
7445,u001596,2024-10-05 18:15:45,Affiliate,6.0,/,mobile,2024-10
7446,u000037,2024-06-03 15:34:09,Direct,,/blog,mobile,2024-06
7447,u000589,2024-11-27 02:47:27,Direct,,/demo,desktop,2024-11
7448,u001039,2024-11-12 22:56:01,Organic,,/product,tablet,2024-11
7449,u001315,2024-05-22 08:03:50,Search,1.0,/blog,tablet,2024-05
7450,u000828,2024-05-20 15:34:03,Paid Social,4.0,/demo,desktop,2024-05
7451,u000409,2024-08-05 11:24:04,Direct,,/blog,desktop,2024-08
7452,u000348,2024-12-18 05:33:54,Paid Social,4.0,/case-studies,tablet,2024-12
7453,u000921,2024-03-02 07:44:29,Search,2.0,/pricing,tablet,2024-03
7454,u001144,2024-11-10 16:27:36,Organic,,/,tablet,2024-11
7455,u001237,2024-06-14 00:10:25,Search,2.0,/,desktop,2024-06
7456,u001178,2024-04-04 02:05:17,Direct,,/blog,mobile,2024-04
7457,u000301,2024-05-06 17:27:25,Search,1.0,/blog,desktop,2024-05
7458,u000689,2024-02-24 19:28:12,Search,1.0,/demo,desktop,2024-02
7459,u000145,2024-12-06 16:21:20,Organic,,/product,desktop,2024-12
7460,u001013,2024-06-10 23:48:31,Paid Social,4.0,/case-studies,tablet,2024-06
7461,u001619,2024-06-14 02:32:12,Direct,,/,tablet,2024-06
7462,u001593,2024-08-27 22:42:09,Search,1.0,/blog,mobile,2024-08
7463,u000465,2024-03-10 18:20:44,Direct,,/case-studies,tablet,2024-03
7464,u000995,2024-10-28 18:37:33,Search,2.0,/demo,tablet,2024-10
7465,u000527,2024-10-09 04:08:48,Search,1.0,/case-studies,mobile,2024-10
7466,u000188,2024-04-14 15:12:51,Paid Social,3.0,/,tablet,2024-04
7467,u000941,2024-10-30 07:07:47,Paid Social,4.0,/product,mobile,2024-10
7468,u001714,2024-09-17 13:50:47,Paid Social,3.0,/demo,mobile,2024-09
7469,u000074,2024-12-10 05:42:04,Direct,,/blog,tablet,2024-12
7470,u000636,2024-05-06 07:55:10,Organic,,/product,tablet,2024-05
7471,u001010,2024-06-05 05:46:55,Search,1.0,/,desktop,2024-06
7472,u001648,2024-01-27 20:04:52,Organic,,/product,tablet,2024-01
7473,u001609,2024-04-25 03:00:27,Search,2.0,/pricing,mobile,2024-04
7474,u001739,2024-01-16 00:51:33,Direct,,/,tablet,2024-01
7475,u001226,2024-01-08 06:36:28,Direct,,/demo,mobile,2024-01
7476,u001561,2024-12-11 18:30:18,Paid Social,3.0,/product,desktop,2024-12
7477,u000820,2024-01-11 21:25:13,Organic,,/demo,tablet,2024-01
7478,u000521,2024-04-20 22:55:49,Direct,,/,desktop,2024-04
7479,u000724,2024-11-24 22:30:20,Video,5.0,/product,desktop,2024-11
7480,u000319,2024-02-12 20:47:13,Organic,,/pricing,tablet,2024-02
7481,u001104,2024-05-18 21:33:25,Organic,,/case-studies,mobile,2024-05
7482,u000009,2024-03-16 11:02:14,Search,1.0,/product,tablet,2024-03
7483,u000626,2024-03-31 07:16:32,Paid Social,3.0,/pricing,tablet,2024-03
7484,u000507,2024-10-13 01:11:22,Organic,,/case-studies,desktop,2024-10
7485,u001048,2024-08-15 01:22:58,Paid Social,4.0,/,mobile,2024-08
7486,u000106,2024-12-09 04:00:34,Organic,,/product,mobile,2024-12
7487,u000972,2024-06-23 11:35:51,Paid Social,3.0,/pricing,mobile,2024-06
7488,u001134,2024-05-24 22:00:54,Paid Social,4.0,/pricing,tablet,2024-05
7489,u000594,2024-11-02 21:52:00,Direct,,/case-studies,desktop,2024-11
7490,u001071,2024-10-15 04:56:13,Organic,,/pricing,tablet,2024-10
7491,u001215,2024-05-02 03:50:43,Organic,,/product,mobile,2024-05
7492,u001433,2024-07-19 21:03:08,Search,1.0,/product,mobile,2024-07
7493,u001221,2024-06-01 02:47:08,Search,2.0,/,mobile,2024-06
7494,u001095,2024-05-13 22:25:34,Paid Social,4.0,/product,mobile,2024-05
7495,u001439,2024-03-20 05:13:43,Organic,,/pricing,tablet,2024-03
7496,u000572,2024-05-09 05:08:48,Search,2.0,/,desktop,2024-05
7497,u001373,2024-12-23 11:56:55,Organic,,/blog,tablet,2024-12
7498,u001274,2024-08-29 16:21:13,Paid Social,4.0,/,tablet,2024-08
7499,u001312,2024-06-27 08:59:04,Paid Social,4.0,/case-studies,desktop,2024-06
7500,u000471,2024-10-26 18:31:16,Direct,,/product,tablet,2024-10
7501,u000460,2024-09-08 00:06:29,Video,5.0,/product,tablet,2024-09
7502,u001063,2024-10-09 11:16:37,Affiliate,6.0,/,desktop,2024-10
7503,u000303,2024-07-15 01:12:26,Organic,,/,tablet,2024-07
7504,u000862,2024-10-16 05:29:30,Paid Social,4.0,/blog,tablet,2024-10
7505,u000084,2024-07-13 12:02:19,Paid Social,4.0,/blog,desktop,2024-07
7506,u001119,2024-06-13 21:35:37,Organic,,/case-studies,tablet,2024-06
7507,u000799,2024-04-01 05:51:59,Search,1.0,/blog,desktop,2024-04
7508,u000559,2024-11-11 10:51:10,Search,1.0,/,tablet,2024-11
7509,u000177,2024-05-24 06:50:33,Search,2.0,/product,desktop,2024-05
7510,u000179,2024-09-12 13:01:41,Organic,,/product,mobile,2024-09
7511,u001757,2024-11-18 09:18:25,Organic,,/blog,desktop,2024-11
7512,u001093,2024-10-12 01:17:41,Search,2.0,/case-studies,tablet,2024-10
7513,u001707,2024-04-27 06:06:46,Search,2.0,/case-studies,desktop,2024-04
7514,u000296,2024-06-10 18:11:31,Search,2.0,/case-studies,mobile,2024-06
7515,u001572,2024-02-26 23:18:16,Direct,,/demo,mobile,2024-02
7516,u001311,2024-09-04 03:13:29,Direct,,/demo,desktop,2024-09
7517,u000943,2024-01-13 02:13:16,Video,5.0,/pricing,desktop,2024-01
7518,u001568,2024-12-10 07:36:15,Paid Social,3.0,/case-studies,tablet,2024-12
7519,u000268,2024-03-23 08:49:00,Paid Social,4.0,/blog,tablet,2024-03
7520,u000903,2024-10-18 20:56:01,Direct,,/pricing,mobile,2024-10
7521,u000372,2024-11-18 15:28:08,Video,5.0,/demo,desktop,2024-11
7522,u001640,2024-07-10 21:13:08,Paid Social,4.0,/case-studies,tablet,2024-07
7523,u000250,2024-10-09 13:46:31,Organic,,/blog,tablet,2024-10
7524,u001446,2024-02-19 13:12:07,Paid Social,4.0,/pricing,tablet,2024-02
7525,u001330,2024-01-10 12:26:59,Paid Social,4.0,/pricing,tablet,2024-01
7526,u001060,2024-03-22 13:38:01,Search,2.0,/case-studies,mobile,2024-03
7527,u000303,2024-05-09 00:37:31,Organic,,/case-studies,desktop,2024-05
7528,u000221,2024-05-07 01:25:37,Search,2.0,/pricing,tablet,2024-05
7529,u000750,2024-03-27 03:30:02,Direct,,/case-studies,desktop,2024-03
7530,u000547,2024-08-23 15:31:10,Paid Social,3.0,/,desktop,2024-08
7531,u000993,2024-08-13 22:24:52,Direct,,/,desktop,2024-08
7532,u000597,2024-10-15 23:10:38,Video,5.0,/case-studies,desktop,2024-10
7533,u000034,2024-01-22 07:11:45,Organic,,/case-studies,tablet,2024-01
7534,u001013,2024-08-31 12:34:49,Organic,,/pricing,desktop,2024-08
7535,u000196,2024-07-19 22:04:10,Search,2.0,/blog,mobile,2024-07
7536,u000420,2024-07-11 08:08:09,Search,1.0,/pricing,tablet,2024-07
7537,u000232,2024-07-03 23:37:07,Paid Social,3.0,/demo,desktop,2024-07
7538,u000281,2024-10-04 17:55:47,Organic,,/case-studies,mobile,2024-10
7539,u001022,2024-03-24 03:44:03,Direct,,/,mobile,2024-03
7540,u000463,2024-03-08 18:36:21,Direct,,/blog,desktop,2024-03
7541,u000233,2024-07-09 19:59:45,Affiliate,6.0,/,mobile,2024-07
7542,u001133,2024-04-19 10:25:47,Paid Social,3.0,/,mobile,2024-04
7543,u000094,2024-08-16 04:18:50,Paid Social,3.0,/product,desktop,2024-08
7544,u000186,2024-01-19 00:11:59,Affiliate,6.0,/product,mobile,2024-01
7545,u000462,2024-07-06 02:47:05,Search,1.0,/demo,desktop,2024-07
7546,u001261,2024-10-15 21:04:58,Organic,,/product,desktop,2024-10
7547,u000741,2024-08-13 19:03:04,Search,1.0,/pricing,tablet,2024-08
7548,u001112,2024-04-15 08:08:17,Paid Social,4.0,/,tablet,2024-04
7549,u001630,2024-02-27 14:29:12,Search,1.0,/pricing,desktop,2024-02
7550,u001364,2024-12-28 11:10:04,Search,2.0,/case-studies,mobile,2024-12
7551,u000553,2024-04-08 16:38:20,Search,2.0,/blog,tablet,2024-04
7552,u000241,2024-06-17 04:41:05,Direct,,/pricing,mobile,2024-06
7553,u000760,2024-09-10 02:34:23,Video,5.0,/demo,desktop,2024-09
7554,u000044,2024-05-14 23:33:21,Search,2.0,/,tablet,2024-05
7555,u000002,2024-12-11 18:30:38,Organic,,/product,tablet,2024-12
7556,u001157,2024-05-06 16:23:37,Affiliate,6.0,/blog,desktop,2024-05
7557,u001455,2024-12-11 11:47:31,Video,5.0,/product,desktop,2024-12
7558,u000799,2024-09-22 00:34:54,Search,2.0,/,tablet,2024-09
7559,u000323,2024-07-27 21:24:43,Search,2.0,/pricing,mobile,2024-07
7560,u000410,2024-02-13 13:25:02,Organic,,/demo,mobile,2024-02
7561,u000934,2024-11-06 02:24:19,Organic,,/demo,desktop,2024-11
7562,u000902,2024-10-04 14:13:05,Affiliate,6.0,/,mobile,2024-10
7563,u000679,2024-06-19 14:26:26,Video,5.0,/,mobile,2024-06
7564,u000222,2024-01-17 13:36:52,Organic,,/product,desktop,2024-01
7565,u001242,2024-11-01 00:24:18,Search,2.0,/blog,mobile,2024-11
7566,u000966,2024-05-26 01:36:03,Direct,,/,tablet,2024-05
7567,u001007,2024-06-19 00:49:32,Direct,,/pricing,tablet,2024-06
7568,u000179,2024-02-11 21:11:47,Organic,,/blog,tablet,2024-02
7569,u001160,2024-11-21 01:23:57,Affiliate,6.0,/,desktop,2024-11
7570,u001502,2024-02-24 18:12:40,Organic,,/case-studies,mobile,2024-02
7571,u000395,2024-02-28 06:44:26,Organic,,/blog,desktop,2024-02
7572,u001120,2024-05-20 00:56:05,Search,2.0,/demo,mobile,2024-05
7573,u001388,2024-03-08 22:01:09,Search,2.0,/blog,tablet,2024-03
7574,u001090,2024-06-18 01:03:02,Direct,,/pricing,desktop,2024-06
7575,u001602,2024-10-24 05:26:19,Organic,,/case-studies,desktop,2024-10
7576,u000940,2024-06-08 19:51:27,Organic,,/demo,mobile,2024-06
7577,u000565,2024-09-24 05:40:20,Paid Social,3.0,/product,mobile,2024-09
7578,u001339,2024-03-27 12:36:40,Organic,,/,mobile,2024-03
7579,u000620,2024-05-27 08:39:08,Search,2.0,/product,tablet,2024-05
7580,u000252,2024-10-22 07:47:22,Search,1.0,/pricing,mobile,2024-10
7581,u000586,2024-01-29 13:04:37,Direct,,/pricing,desktop,2024-01
7582,u001160,2024-05-04 10:59:59,Organic,,/,mobile,2024-05
7583,u000427,2024-04-11 09:29:10,Paid Social,4.0,/case-studies,tablet,2024-04
7584,u000398,2024-10-16 10:01:34,Paid Social,4.0,/case-studies,desktop,2024-10
7585,u000923,2024-06-20 00:22:36,Direct,,/blog,desktop,2024-06
7586,u001221,2024-09-24 11:50:46,Organic,,/case-studies,desktop,2024-09
7587,u000582,2024-12-03 18:02:45,Paid Social,3.0,/case-studies,tablet,2024-12
7588,u000985,2024-07-06 05:34:03,Search,1.0,/demo,tablet,2024-07
7589,u000306,2024-05-15 07:58:25,Affiliate,6.0,/demo,desktop,2024-05
7590,u000332,2024-01-28 20:44:59,Organic,,/case-studies,desktop,2024-01
7591,u001599,2024-11-04 00:37:13,Organic,,/product,mobile,2024-11
7592,u001308,2024-07-15 16:55:42,Direct,,/pricing,mobile,2024-07
7593,u001669,2024-03-15 06:03:12,Search,1.0,/demo,desktop,2024-03
7594,u000501,2024-02-15 21:04:16,Direct,,/pricing,desktop,2024-02
7595,u000945,2024-02-18 00:44:33,Organic,,/demo,tablet,2024-02
7596,u000149,2024-02-17 20:37:53,Organic,,/case-studies,desktop,2024-02
7597,u000467,2024-12-09 15:19:42,Direct,,/demo,desktop,2024-12
7598,u001586,2024-10-22 11:12:15,Organic,,/blog,desktop,2024-10
7599,u000105,2024-04-12 10:56:46,Organic,,/product,desktop,2024-04
7600,u000502,2024-02-23 19:17:36,Paid Social,4.0,/pricing,desktop,2024-02
7601,u000103,2024-09-18 06:17:28,Paid Social,4.0,/blog,desktop,2024-09
7602,u000578,2024-02-10 09:26:52,Direct,,/demo,mobile,2024-02
7603,u000125,2024-11-28 15:06:56,Direct,,/product,desktop,2024-11
7604,u001219,2024-02-19 08:26:30,Organic,,/product,tablet,2024-02
7605,u001092,2024-01-15 06:42:43,Video,5.0,/demo,tablet,2024-01
7606,u001511,2024-08-03 15:48:09,Video,5.0,/pricing,mobile,2024-08
7607,u001657,2024-02-01 10:10:52,Direct,,/product,tablet,2024-02
7608,u000592,2024-05-06 21:33:46,Search,2.0,/product,tablet,2024-05
7609,u000902,2024-02-05 14:01:29,Search,1.0,/case-studies,desktop,2024-02
7610,u000922,2024-02-06 19:18:43,Video,5.0,/,tablet,2024-02
7611,u001110,2024-04-24 18:48:43,Organic,,/,tablet,2024-04
7612,u000295,2024-02-28 03:33:18,Affiliate,6.0,/demo,tablet,2024-02
7613,u000988,2024-01-24 07:32:52,Video,5.0,/blog,tablet,2024-01
7614,u001180,2024-03-09 22:11:04,Paid Social,3.0,/blog,desktop,2024-03
7615,u000684,2024-09-10 12:35:07,Search,2.0,/pricing,desktop,2024-09
7616,u001799,2024-06-26 05:29:28,Organic,,/blog,desktop,2024-06
7617,u000793,2024-02-07 11:21:44,Direct,,/,mobile,2024-02
7618,u000247,2024-07-31 16:57:40,Paid Social,3.0,/,desktop,2024-07
7619,u001207,2024-09-24 06:35:56,Search,1.0,/product,mobile,2024-09
7620,u000155,2024-04-08 05:36:46,Direct,,/case-studies,mobile,2024-04
7621,u000251,2024-08-23 14:33:26,Paid Social,4.0,/case-studies,tablet,2024-08
7622,u000281,2024-11-09 11:08:44,Direct,,/pricing,tablet,2024-11
7623,u000436,2024-04-01 22:58:42,Organic,,/product,desktop,2024-04
7624,u001116,2024-06-30 12:20:01,Paid Social,4.0,/blog,desktop,2024-06
7625,u000309,2024-04-05 18:48:28,Search,2.0,/case-studies,mobile,2024-04
7626,u000296,2024-06-24 01:09:16,Video,5.0,/product,desktop,2024-06
7627,u000546,2024-05-19 15:23:12,Paid Social,4.0,/blog,desktop,2024-05
7628,u000263,2024-04-05 10:41:04,Search,1.0,/product,tablet,2024-04
7629,u000263,2024-05-02 13:20:41,Organic,,/case-studies,desktop,2024-05
7630,u001331,2024-07-27 16:50:39,Video,5.0,/case-studies,tablet,2024-07
7631,u001513,2024-03-28 00:15:31,Search,2.0,/pricing,tablet,2024-03
7632,u000749,2024-07-30 02:55:34,Direct,,/pricing,mobile,2024-07
7633,u001631,2024-02-26 12:40:24,Search,2.0,/case-studies,tablet,2024-02
