conversion_id,user_id,conversion_ts,revenue,attributed_channel,attributed_campaign_id,model
501,u000767,2024-06-20 23:00:00,83.8,Organic,,last_touch_30d
1413,u000768,2024-03-30 05:00:00,62.27,Search,2.0,last_touch_30d
1215,u000769,2024-08-18 00:00:00,64.43,Unattributed,,last_touch_30d
832,u000770,2024-11-22 00:00:00,84.73,Search,2.0,last_touch_30d
1494,u000772,2024-02-20 23:00:00,74.86,Unattributed,,last_touch_30d
1704,u000773,2024-12-15 15:00:00,29.95,Unattributed,,last_touch_30d
356,u000774,2024-06-14 09:00:00,80.02,Unattributed,,last_touch_30d
357,u000774,2024-08-18 10:00:00,62.26,Unattributed,,last_touch_30d
8,u000775,2024-01-28 06:00:00,88.84,Unattributed,,last_touch_30d
73,u000776,2024-02-02 06:00:00,35.27,Unattributed,,last_touch_30d
74,u000776,2024-12-17 21:00:00,175.21,Video,5.0,last_touch_30d
527,u000777,2024-09-19 07:00:00,98.05,Unattributed,,last_touch_30d
430,u000778,2024-04-24 07:00:00,69.26,Paid Social,4.0,last_touch_30d
429,u000778,2024-06-20 15:00:00,56.8,Unattributed,,last_touch_30d
861,u000780,2024-12-03 08:00:00,61.98,Unattributed,,last_touch_30d
1591,u000781,2024-04-18 01:00:00,84.63,Unattributed,,last_touch_30d
771,u000782,2024-09-04 09:00:00,47.57,Unattributed,,last_touch_30d
1375,u000784,2024-12-06 23:00:00,81.47,Direct,,last_touch_30d
1512,u000785,2024-07-24 04:00:00,108.53,Unattributed,,last_touch_30d
818,u000787,2024-10-17 04:00:00,85.28,Unattributed,,last_touch_30d
1240,u000789,2024-08-30 17:00:00,63.23,Search,2.0,last_touch_30d
860,u000790,2024-12-19 22:00:00,52.45,Video,5.0,last_touch_30d
1134,u000793,2024-02-01 05:00:00,79.13,Search,1.0,last_touch_30d
157,u000794,2024-01-10 21:00:00,76.1,Unattributed,,last_touch_30d
156,u000794,2024-03-24 12:00:00,94.69,Search,2.0,last_touch_30d
1143,u000795,2024-05-26 18:00:00,53.97,Unattributed,,last_touch_30d
734,u000796,2024-08-09 01:00:00,122.66,Organic,,last_touch_30d
10,u000797,2024-11-06 14:00:00,57.22,Unattributed,,last_touch_30d
1684,u000798,2024-04-30 01:00:00,61.1,Unattributed,,last_touch_30d
1588,u000799,2024-10-09 08:00:00,62.63,Search,2.0,last_touch_30d
1589,u000799,2024-11-03 02:00:00,80.84,Unattributed,,last_touch_30d
641,u000800,2024-09-12 13:00:00,107.03,Unattributed,,last_touch_30d
1531,u000801,2024-03-11 13:00:00,47.41,Unattributed,,last_touch_30d
1138,u000802,2024-08-07 12:00:00,86.38,Organic,,last_touch_30d
274,u000803,2024-10-23 17:00:00,98.07,Unattributed,,last_touch_30d
273,u000803,2024-11-06 15:00:00,98.55,Unattributed,,last_touch_30d
1549,u000804,2024-08-10 11:00:00,55.19,Unattributed,,last_touch_30d
334,u000805,2024-09-21 03:00:00,65.37,Organic,,last_touch_30d
587,u000807,2024-08-28 18:00:00,79.16,Unattributed,,last_touch_30d
489,u000808,2024-10-09 13:00:00,82.8,Organic,,last_touch_30d
323,u000809,2024-06-06 20:00:00,91.54,Unattributed,,last_touch_30d
1266,u000810,2024-06-22 10:00:00,50.4,Video,5.0,last_touch_30d
1609,u000813,2024-05-26 02:00:00,48.36,Unattributed,,last_touch_30d
1610,u000813,2024-06-22 21:00:00,83.07,Unattributed,,last_touch_30d
1454,u000814,2024-06-23 07:00:00,61.95,Affiliate,6.0,last_touch_30d
1060,u000815,2024-07-16 07:00:00,31.39,Unattributed,,last_touch_30d
657,u000816,2024-01-22 01:00:00,89.16,Direct,,last_touch_30d
1104,u000817,2024-07-13 12:00:00,83.07,Unattributed,,last_touch_30d
1103,u000817,2024-07-28 04:00:00,61.82,Unattributed,,last_touch_30d
80,u000818,2024-12-04 09:00:00,48.5,Direct,,last_touch_30d
1670,u000820,2024-12-22 07:00:00,44.09,Organic,,last_touch_30d
1427,u000821,2024-01-14 03:00:00,58.19,Unattributed,,last_touch_30d
1426,u000821,2024-06-20 06:00:00,82.84,Unattributed,,last_touch_30d
729,u000822,2024-03-17 21:00:00,70.18,Search,1.0,last_touch_30d
473,u000824,2024-07-21 16:00:00,65.68,Unattributed,,last_touch_30d
755,u000825,2024-01-08 20:00:00,53.54,Unattributed,,last_touch_30d
96,u000826,2024-09-10 04:00:00,66.52,Unattributed,,last_touch_30d
298,u000827,2024-06-14 18:00:00,120.65,Search,1.0,last_touch_30d
299,u000829,2024-11-11 01:00:00,64.82,Unattributed,,last_touch_30d
115,u000831,2024-10-08 12:00:00,63.42,Direct,,last_touch_30d
383,u000832,2024-10-13 23:00:00,77.27,Unattributed,,last_touch_30d
1309,u000833,2024-04-16 05:00:00,47.03,Unattributed,,last_touch_30d
1599,u000834,2024-06-17 23:00:00,73.34,Organic,,last_touch_30d
1600,u000834,2024-08-09 15:00:00,79.99,Unattributed,,last_touch_30d
1220,u000835,2024-12-16 21:00:00,91.99,Unattributed,,last_touch_30d
1498,u000836,2024-12-07 14:00:00,28.87,Unattributed,,last_touch_30d
1525,u000837,2024-12-07 01:00:00,87.44,Direct,,last_touch_30d
90,u000839,2024-01-28 23:00:00,65.72,Affiliate,6.0,last_touch_30d
91,u000839,2024-03-08 20:00:00,32.61,Organic,,last_touch_30d
141,u000840,2024-05-15 17:00:00,69.42,Unattributed,,last_touch_30d
261,u000841,2024-06-02 18:00:00,48.24,Direct,,last_touch_30d
260,u000841,2024-12-15 03:00:00,40.19,Search,2.0,last_touch_30d
623,u000843,2024-08-17 08:00:00,89.98,Unattributed,,last_touch_30d
622,u000843,2024-08-30 23:00:00,89.77,Unattributed,,last_touch_30d
1122,u000844,2024-12-11 16:00:00,74.01,Unattributed,,last_touch_30d
1123,u000844,2024-12-17 12:00:00,69.15,Unattributed,,last_touch_30d
162,u000845,2024-11-22 18:00:00,78.65,Unattributed,,last_touch_30d
102,u000846,2024-03-16 19:00:00,58.7,Unattributed,,last_touch_30d
101,u000846,2024-05-06 17:00:00,43.59,Unattributed,,last_touch_30d
1151,u000847,2024-06-25 01:00:00,35.14,Unattributed,,last_touch_30d
1010,u000848,2024-05-18 11:00:00,61.11,Unattributed,,last_touch_30d
1011,u000848,2024-10-13 21:00:00,84.5,Unattributed,,last_touch_30d
1169,u000850,2024-02-04 11:00:00,85.51,Search,2.0,last_touch_30d
1556,u000851,2024-12-21 22:00:00,107.59,Unattributed,,last_touch_30d
303,u000853,2024-01-23 06:00:00,116.27,Unattributed,,last_touch_30d
278,u000854,2024-10-25 12:00:00,68.34,Organic,,last_touch_30d
345,u000855,2024-02-09 01:00:00,55.98,Search,2.0,last_touch_30d
1009,u000856,2024-11-12 13:00:00,44.98,Unattributed,,last_touch_30d
374,u000857,2024-06-03 12:00:00,46.61,Unattributed,,last_touch_30d
486,u000858,2024-09-24 18:00:00,51.0,Affiliate,6.0,last_touch_30d
257,u000862,2024-07-03 19:00:00,111.28,Unattributed,,last_touch_30d
1276,u000863,2024-10-13 17:00:00,49.79,Unattributed,,last_touch_30d
1315,u000864,2024-12-30 14:00:00,44.94,Search,2.0,last_touch_30d
954,u000865,2024-10-25 05:00:00,125.95,Search,2.0,last_touch_30d
27,u000866,2024-08-26 01:00:00,41.23,Unattributed,,last_touch_30d
26,u000866,2024-10-27 22:00:00,59.84,Affiliate,6.0,last_touch_30d
1269,u000867,2024-04-17 17:00:00,179.08,Unattributed,,last_touch_30d
1268,u000867,2024-10-07 19:00:00,70.84,Direct,,last_touch_30d
1363,u000869,2024-02-05 15:00:00,75.19,Unattributed,,last_touch_30d
1364,u000869,2024-12-20 21:00:00,52.24,Affiliate,6.0,last_touch_30d
745,u000870,2024-07-23 04:00:00,143.05,Unattributed,,last_touch_30d
1277,u000871,2024-01-25 21:00:00,107.85,Unattributed,,last_touch_30d
1000,u000873,2024-06-25 08:00:00,79.73,Unattributed,,last_touch_30d
194,u000875,2024-03-14 06:00:00,103.16,Unattributed,,last_touch_30d
467,u000876,2024-01-10 11:00:00,37.5,Unattributed,,last_touch_30d
468,u000876,2024-10-21 03:00:00,56.15,Unattributed,,last_touch_30d
1397,u000878,2024-08-31 15:00:00,50.45,Affiliate,6.0,last_touch_30d
1396,u000878,2024-10-01 05:00:00,56.84,Unattributed,,last_touch_30d
1583,u000879,2024-02-19 14:00:00,101.59,Organic,,last_touch_30d
918,u000880,2024-12-06 18:00:00,111.93,Paid Social,4.0,last_touch_30d
919,u000880,2024-12-14 08:00:00,73.14,Paid Social,4.0,last_touch_30d
1539,u000882,2024-11-23 22:00:00,86.95,Video,5.0,last_touch_30d
1540,u000882,2024-12-04 16:00:00,64.52,Video,5.0,last_touch_30d
1503,u000883,2024-05-30 16:00:00,31.24,Search,2.0,last_touch_30d
921,u000884,2024-10-21 14:00:00,42.6,Unattributed,,last_touch_30d
800,u000885,2024-04-02 16:00:00,43.98,Organic,,last_touch_30d
1564,u000886,2024-11-07 17:00:00,111.9,Unattributed,,last_touch_30d
1139,u000888,2024-07-25 07:00:00,50.32,Unattributed,,last_touch_30d
272,u000889,2024-02-13 20:00:00,41.21,Organic,,last_touch_30d
1511,u000891,2024-06-03 03:00:00,46.39,Paid Social,3.0,last_touch_30d
1510,u000891,2024-12-14 12:00:00,41.91,Unattributed,,last_touch_30d
1081,u000892,2024-03-19 16:00:00,39.33,Unattributed,,last_touch_30d
1080,u000892,2024-08-26 15:00:00,72.15,Organic,,last_touch_30d
1130,u000893,2024-04-15 17:00:00,90.4,Paid Social,4.0,last_touch_30d
1547,u000895,2024-11-01 20:00:00,49.8,Unattributed,,last_touch_30d
1441,u000896,2024-05-11 05:00:00,68.26,Unattributed,,last_touch_30d
733,u000897,2024-06-10 13:00:00,87.95,Unattributed,,last_touch_30d
1659,u000898,2024-12-16 03:00:00,108.98,Unattributed,,last_touch_30d
1592,u000899,2024-12-26 18:00:00,53.45,Unattributed,,last_touch_30d
474,u000900,2024-01-02 12:00:00,77.23,Unattributed,,last_touch_30d
892,u000901,2024-04-29 06:00:00,147.21,Video,5.0,last_touch_30d
107,u000902,2024-11-13 18:00:00,54.44,Unattributed,,last_touch_30d
460,u000903,2024-02-02 23:00:00,62.62,Unattributed,,last_touch_30d
1519,u000904,2024-02-27 13:00:00,75.96,Unattributed,,last_touch_30d
1604,u000905,2024-11-28 09:00:00,76.9,Unattributed,,last_touch_30d
1243,u000906,2024-02-18 07:00:00,57.3,Organic,,last_touch_30d
1146,u000908,2024-07-15 20:00:00,65.48,Organic,,last_touch_30d
1147,u000908,2024-11-17 17:00:00,38.3,Unattributed,,last_touch_30d
119,u000909,2024-11-09 21:00:00,100.69,Affiliate,6.0,last_touch_30d
576,u000911,2024-08-23 08:00:00,78.3,Unattributed,,last_touch_30d
243,u000912,2024-08-27 11:00:00,168.26,Direct,,last_touch_30d
1451,u000914,2024-09-21 10:00:00,78.64,Unattributed,,last_touch_30d
1039,u000915,2024-08-06 07:00:00,138.66,Unattributed,,last_touch_30d
1040,u000915,2024-08-21 20:00:00,103.63,Unattributed,,last_touch_30d
1669,u000916,2024-02-29 18:00:00,35.11,Unattributed,,last_touch_30d
1109,u000917,2024-01-26 21:00:00,93.72,Unattributed,,last_touch_30d
487,u000918,2024-01-29 00:00:00,146.59,Organic,,last_touch_30d
1590,u000920,2024-07-28 08:00:00,84.15,Paid Social,3.0,last_touch_30d
1160,u000921,2024-07-06 19:00:00,59.55,Unattributed,,last_touch_30d
589,u000923,2024-10-19 05:00:00,81.91,Unattributed,,last_touch_30d
5,u000924,2024-07-23 06:00:00,38.88,Paid Social,4.0,last_touch_30d
422,u000926,2024-02-23 03:00:00,124.86,Search,1.0,last_touch_30d
543,u000927,2024-10-19 02:00:00,60.0,Unattributed,,last_touch_30d
1566,u000928,2024-01-27 17:00:00,46.33,Unattributed,,last_touch_30d
1452,u000931,2024-05-17 06:00:00,34.86,Organic,,last_touch_30d
1453,u000931,2024-06-21 18:00:00,93.71,Affiliate,6.0,last_touch_30d
262,u000932,2024-07-18 16:00:00,59.8,Unattributed,,last_touch_30d
1306,u000933,2024-06-25 03:00:00,43.62,Organic,,last_touch_30d
1576,u000934,2024-01-17 22:00:00,42.65,Unattributed,,last_touch_30d
1577,u000934,2024-03-23 09:00:00,98.31,Unattributed,,last_touch_30d
805,u000935,2024-02-07 05:00:00,61.7,Affiliate,6.0,last_touch_30d
804,u000935,2024-06-21 03:00:00,54.36,Unattributed,,last_touch_30d
1652,u000936,2024-07-26 17:00:00,100.77,Unattributed,,last_touch_30d
749,u000938,2024-11-01 15:00:00,54.66,Unattributed,,last_touch_30d
750,u000938,2024-11-30 23:00:00,64.35,Organic,,last_touch_30d
310,u000940,2024-10-05 10:00:00,139.37,Unattributed,,last_touch_30d
1304,u000941,2024-06-19 17:00:00,40.66,Unattributed,,last_touch_30d
1407,u000942,2024-08-03 12:00:00,83.6,Unattributed,,last_touch_30d
1406,u000942,2024-09-16 23:00:00,63.43,Organic,,last_touch_30d
1702,u000943,2024-05-31 16:00:00,102.48,Unattributed,,last_touch_30d
1703,u000943,2024-09-28 20:00:00,59.2,Video,5.0,last_touch_30d
108,u000946,2024-07-01 14:00:00,76.88,Unattributed,,last_touch_30d
1217,u000947,2024-08-11 03:00:00,89.96,Direct,,last_touch_30d
1271,u000948,2024-07-15 17:00:00,105.19,Search,1.0,last_touch_30d
956,u000949,2024-07-12 00:00:00,80.25,Unattributed,,last_touch_30d
1155,u000950,2024-10-23 05:00:00,50.13,Unattributed,,last_touch_30d
465,u000952,2024-06-29 12:00:00,53.0,Organic,,last_touch_30d
950,u000954,2024-07-29 07:00:00,59.93,Organic,,last_touch_30d
1241,u000955,2024-07-21 19:00:00,78.54,Unattributed,,last_touch_30d
637,u000956,2024-10-21 23:00:00,139.1,Organic,,last_touch_30d
324,u000957,2024-03-31 02:00:00,43.85,Unattributed,,last_touch_30d
735,u000958,2024-04-19 20:00:00,60.6,Unattributed,,last_touch_30d
134,u000959,2024-11-07 08:00:00,64.55,Video,5.0,last_touch_30d
72,u000960,2024-04-25 18:00:00,50.48,Unattributed,,last_touch_30d
616,u000961,2024-08-22 19:00:00,95.7,Paid Social,3.0,last_touch_30d
1227,u000962,2024-03-27 10:00:00,91.9,Paid Social,3.0,last_touch_30d
1228,u000962,2024-11-09 16:00:00,111.96,Organic,,last_touch_30d
458,u000965,2024-01-26 14:00:00,72.97,Unattributed,,last_touch_30d
457,u000965,2024-05-23 00:00:00,109.63,Search,1.0,last_touch_30d
598,u000966,2024-08-06 10:00:00,131.23,Unattributed,,last_touch_30d
1419,u000967,2024-02-28 22:00:00,65.96,Organic,,last_touch_30d
564,u000968,2024-04-18 19:00:00,60.54,Unattributed,,last_touch_30d
1645,u000970,2024-10-14 17:00:00,88.29,Unattributed,,last_touch_30d
1299,u000971,2024-12-13 18:00:00,52.5,Paid Social,4.0,last_touch_30d
1544,u000972,2024-09-15 13:00:00,51.9,Unattributed,,last_touch_30d
709,u000974,2024-10-12 07:00:00,38.19,Organic,,last_touch_30d
1353,u000975,2024-01-10 20:00:00,80.87,Unattributed,,last_touch_30d
59,u000976,2024-06-26 23:00:00,71.68,Unattributed,,last_touch_30d
311,u000977,2024-04-24 06:00:00,98.09,Search,1.0,last_touch_30d
646,u000979,2024-02-17 23:00:00,45.63,Unattributed,,last_touch_30d
647,u000979,2024-07-14 05:00:00,68.38,Unattributed,,last_touch_30d
556,u000980,2024-06-19 12:00:00,62.37,Unattributed,,last_touch_30d
834,u000981,2024-09-23 05:00:00,35.24,Unattributed,,last_touch_30d
1523,u000982,2024-04-07 12:00:00,71.03,Paid Social,3.0,last_touch_30d
398,u000985,2024-12-14 00:00:00,69.28,Unattributed,,last_touch_30d
1293,u000986,2024-08-06 01:00:00,155.37,Organic,,last_touch_30d
1292,u000986,2024-12-30 21:00:00,86.86,Unattributed,,last_touch_30d
1021,u000987,2024-09-03 19:00:00,132.48,Organic,,last_touch_30d
421,u000989,2024-10-30 09:00:00,56.42,Paid Social,3.0,last_touch_30d
255,u000990,2024-11-30 23:00:00,71.4,Unattributed,,last_touch_30d
699,u000991,2024-10-09 18:00:00,55.55,Unattributed,,last_touch_30d
125,u000992,2024-08-31 09:00:00,45.56,Unattributed,,last_touch_30d
207,u000993,2024-01-17 11:00:00,97.04,Unattributed,,last_touch_30d
206,u000993,2024-02-29 09:00:00,57.2,Unattributed,,last_touch_30d
218,u000994,2024-11-17 16:00:00,68.67,Affiliate,6.0,last_touch_30d
920,u000996,2024-09-13 10:00:00,56.82,Organic,,last_touch_30d
1258,u000997,2024-10-07 06:00:00,44.01,Unattributed,,last_touch_30d
332,u000999,2024-12-29 19:00:00,39.62,Unattributed,,last_touch_30d
595,u001000,2024-06-02 11:00:00,77.79,Video,5.0,last_touch_30d
596,u001000,2024-10-24 23:00:00,56.91,Unattributed,,last_touch_30d
1204,u001002,2024-02-12 14:00:00,44.46,Unattributed,,last_touch_30d
905,u001003,2024-04-15 15:00:00,36.91,Unattributed,,last_touch_30d
551,u001004,2024-04-23 13:00:00,52.0,Direct,,last_touch_30d
552,u001004,2024-11-29 22:00:00,138.06,Direct,,last_touch_30d
390,u001005,2024-10-07 18:00:00,85.42,Organic,,last_touch_30d
1395,u001007,2024-05-29 23:00:00,54.13,Unattributed,,last_touch_30d
454,u001008,2024-03-05 14:00:00,61.03,Direct,,last_touch_30d
746,u001009,2024-07-23 03:00:00,42.17,Direct,,last_touch_30d
1608,u001010,2024-03-08 08:00:00,102.92,Search,2.0,last_touch_30d
567,u001011,2024-04-26 07:00:00,80.76,Video,5.0,last_touch_30d
20,u001012,2024-05-13 17:00:00,65.81,Paid Social,3.0,last_touch_30d
52,u001013,2024-08-24 21:00:00,70.54,Unattributed,,last_touch_30d
1447,u001014,2024-02-25 13:00:00,83.55,Unattributed,,last_touch_30d
885,u001015,2024-08-12 19:00:00,45.35,Search,2.0,last_touch_30d
579,u001016,2024-08-08 10:00:00,72.02,Unattributed,,last_touch_30d
930,u001017,2024-01-02 08:00:00,57.46,Unattributed,,last_touch_30d
875,u001018,2024-11-04 22:00:00,93.38,Video,5.0,last_touch_30d
223,u001019,2024-09-01 06:00:00,49.01,Unattributed,,last_touch_30d
1707,u001020,2024-09-09 10:00:00,51.5,Unattributed,,last_touch_30d
1056,u001021,2024-02-24 15:00:00,105.5,Direct,,last_touch_30d
1055,u001021,2024-04-28 02:00:00,66.59,Unattributed,,last_touch_30d
843,u001022,2024-09-03 23:00:00,181.34,Unattributed,,last_touch_30d
1075,u001023,2024-06-15 14:00:00,90.98,Unattributed,,last_touch_30d
933,u001025,2024-03-27 19:00:00,81.12,Organic,,last_touch_30d
369,u001027,2024-01-02 02:00:00,90.3,Unattributed,,last_touch_30d
240,u001028,2024-06-05 09:00:00,65.25,Unattributed,,last_touch_30d
539,u001029,2024-02-02 04:00:00,90.35,Organic,,last_touch_30d
679,u001030,2024-01-18 07:00:00,62.69,Direct,,last_touch_30d
678,u001030,2024-10-02 19:00:00,77.39,Unattributed,,last_touch_30d
1023,u001031,2024-08-27 01:00:00,68.14,Affiliate,6.0,last_touch_30d
1057,u001032,2024-12-10 19:00:00,42.57,Paid Social,4.0,last_touch_30d
847,u001033,2024-06-11 12:00:00,77.16,Video,5.0,last_touch_30d
1472,u001035,2024-12-24 03:00:00,66.48,Unattributed,,last_touch_30d
1473,u001035,2024-12-26 12:00:00,68.09,Unattributed,,last_touch_30d
491,u001037,2024-04-18 22:00:00,48.11,Direct,,last_touch_30d
490,u001037,2024-10-17 11:00:00,102.31,Organic,,last_touch_30d
822,u001041,2024-06-01 17:00:00,125.14,Unattributed,,last_touch_30d
823,u001041,2024-07-09 01:00:00,97.6,Unattributed,,last_touch_30d
809,u001042,2024-02-11 08:00:00,76.77,Unattributed,,last_touch_30d
808,u001042,2024-06-11 07:00:00,76.57,Unattributed,,last_touch_30d
1565,u001043,2024-12-04 14:00:00,101.51,Organic,,last_touch_30d
874,u001044,2024-09-28 13:00:00,38.29,Unattributed,,last_touch_30d
929,u001045,2024-11-29 05:00:00,98.9,Organic,,last_touch_30d
775,u001046,2024-01-11 01:00:00,22.3,Unattributed,,last_touch_30d
366,u001047,2024-08-24 14:00:00,57.93,Organic,,last_touch_30d
34,u001048,2024-06-20 05:00:00,34.54,Organic,,last_touch_30d
1581,u001049,2024-03-12 07:00:00,42.64,Direct,,last_touch_30d
1582,u001049,2024-05-18 10:00:00,63.76,Unattributed,,last_touch_30d
237,u001052,2024-07-13 07:00:00,90.46,Unattributed,,last_touch_30d
56,u001053,2024-03-23 05:00:00,66.79,Paid Social,4.0,last_touch_30d
57,u001053,2024-05-26 23:00:00,99.17,Search,1.0,last_touch_30d
1605,u001054,2024-06-12 00:00:00,66.84,Unattributed,,last_touch_30d
1606,u001054,2024-08-22 07:00:00,85.14,Organic,,last_touch_30d
1156,u001055,2024-02-08 10:00:00,92.04,Unattributed,,last_touch_30d
1221,u001057,2024-01-31 14:00:00,110.84,Unattributed,,last_touch_30d
1222,u001057,2024-11-20 12:00:00,103.3,Direct,,last_touch_30d
168,u001058,2024-02-09 11:00:00,98.65,Unattributed,,last_touch_30d
1185,u001059,2024-08-19 22:00:00,68.67,Unattributed,,last_touch_30d
244,u001060,2024-08-03 10:00:00,80.15,Unattributed,,last_touch_30d
1232,u001061,2024-05-30 10:00:00,35.57,Unattributed,,last_touch_30d
803,u001062,2024-09-09 16:00:00,52.81,Unattributed,,last_touch_30d
1294,u001063,2024-11-02 00:00:00,70.18,Paid Social,4.0,last_touch_30d
1025,u001064,2024-05-24 10:00:00,75.14,Unattributed,,last_touch_30d
1090,u001065,2024-07-06 13:00:00,64.83,Video,5.0,last_touch_30d
466,u001066,2024-08-15 01:00:00,61.33,Search,1.0,last_touch_30d
203,u001067,2024-06-01 19:00:00,35.11,Unattributed,,last_touch_30d
202,u001067,2024-07-30 11:00:00,51.81,Unattributed,,last_touch_30d
913,u001070,2024-06-01 10:00:00,46.99,Organic,,last_touch_30d
68,u001071,2024-10-11 21:00:00,80.25,Unattributed,,last_touch_30d
906,u001072,2024-07-28 18:00:00,170.58,Unattributed,,last_touch_30d
438,u001073,2024-02-13 09:00:00,21.11,Unattributed,,last_touch_30d
276,u001074,2024-08-10 17:00:00,49.07,Search,1.0,last_touch_30d
277,u001074,2024-10-17 19:00:00,28.7,Unattributed,,last_touch_30d
1016,u001075,2024-05-03 20:00:00,83.41,Unattributed,,last_touch_30d
1017,u001075,2024-08-18 04:00:00,80.19,Organic,,last_touch_30d
1644,u001077,2024-01-12 10:00:00,68.64,Paid Social,4.0,last_touch_30d
1643,u001077,2024-06-16 05:00:00,97.22,Affiliate,6.0,last_touch_30d
1594,u001078,2024-04-07 06:00:00,45.15,Unattributed,,last_touch_30d
1595,u001078,2024-11-20 19:00:00,97.44,Unattributed,,last_touch_30d
246,u001079,2024-02-22 15:00:00,107.48,Unattributed,,last_touch_30d
245,u001079,2024-07-02 19:00:00,77.42,Unattributed,,last_touch_30d
1328,u001080,2024-07-10 16:00:00,46.6,Unattributed,,last_touch_30d
1289,u001081,2024-01-09 22:00:00,51.67,Unattributed,,last_touch_30d
1423,u001083,2024-08-25 04:00:00,67.34,Direct,,last_touch_30d
1593,u001085,2024-02-11 13:00:00,85.74,Search,1.0,last_touch_30d
364,u001086,2024-05-25 19:00:00,45.88,Unattributed,,last_touch_30d
363,u001086,2024-09-17 20:00:00,74.04,Unattributed,,last_touch_30d
370,u001087,2024-07-02 19:00:00,148.83,Unattributed,,last_touch_30d
371,u001087,2024-07-20 08:00:00,91.72,Unattributed,,last_touch_30d
1638,u001088,2024-03-23 04:00:00,141.2,Organic,,last_touch_30d
932,u001089,2024-07-28 06:00:00,88.65,Direct,,last_touch_30d
1585,u001090,2024-03-18 14:00:00,68.21,Unattributed,,last_touch_30d
291,u001091,2024-08-29 07:00:00,103.52,Organic,,last_touch_30d
530,u001092,2024-06-20 12:00:00,119.32,Unattributed,,last_touch_30d
529,u001092,2024-11-25 16:00:00,59.78,Direct,,last_touch_30d
1535,u001094,2024-05-04 22:00:00,55.83,Unattributed,,last_touch_30d
81,u001095,2024-09-04 11:00:00,81.42,Unattributed,,last_touch_30d
4,u001096,2024-04-10 03:00:00,50.88,Direct,,last_touch_30d
3,u001096,2024-10-22 01:00:00,141.2,Video,5.0,last_touch_30d
838,u001098,2024-02-17 21:00:00,105.44,Paid Social,3.0,last_touch_30d
839,u001098,2024-09-25 01:00:00,65.69,Direct,,last_touch_30d
1492,u001099,2024-07-05 21:00:00,34.86,Unattributed,,last_touch_30d
1493,u001099,2024-08-12 23:00:00,63.1,Unattributed,,last_touch_30d
840,u001100,2024-11-27 17:00:00,119.85,Unattributed,,last_touch_30d
28,u001103,2024-06-15 14:00:00,34.52,Organic,,last_touch_30d
1158,u001104,2024-04-26 12:00:00,46.67,Affiliate,6.0,last_touch_30d
1052,u001106,2024-01-29 05:00:00,95.28,Video,5.0,last_touch_30d
1051,u001106,2024-08-24 23:00:00,46.94,Unattributed,,last_touch_30d
139,u001107,2024-08-06 06:00:00,71.01,Paid Social,4.0,last_touch_30d
925,u001108,2024-03-23 17:00:00,59.11,Unattributed,,last_touch_30d
767,u001109,2024-10-08 08:00:00,70.04,Unattributed,,last_touch_30d
768,u001109,2024-10-26 10:00:00,41.59,Unattributed,,last_touch_30d
707,u001110,2024-05-04 23:00:00,42.65,Organic,,last_touch_30d
706,u001110,2024-11-28 14:00:00,71.48,Unattributed,,last_touch_30d
1420,u001111,2024-06-09 08:00:00,92.25,Paid Social,3.0,last_touch_30d
958,u001112,2024-07-15 04:00:00,39.71,Affiliate,6.0,last_touch_30d
724,u001113,2024-07-23 21:00:00,79.84,Unattributed,,last_touch_30d
871,u001114,2024-11-11 16:00:00,47.65,Search,1.0,last_touch_30d
1314,u001115,2024-06-04 00:00:00,38.49,Unattributed,,last_touch_30d
940,u001116,2024-05-07 18:00:00,90.63,Search,1.0,last_touch_30d
449,u001117,2024-04-23 14:00:00,43.49,Search,1.0,last_touch_30d
448,u001117,2024-08-18 01:00:00,143.11,Unattributed,,last_touch_30d
577,u001118,2024-06-27 19:00:00,75.51,Unattributed,,last_touch_30d
88,u001119,2024-02-22 21:00:00,73.69,Unattributed,,last_touch_30d
87,u001119,2024-04-29 00:00:00,76.47,Unattributed,,last_touch_30d
877,u001120,2024-05-05 09:00:00,53.56,Search,2.0,last_touch_30d
1499,u001121,2024-11-14 22:00:00,83.68,Unattributed,,last_touch_30d
1067,u001122,2024-04-01 15:00:00,83.35,Unattributed,,last_touch_30d
1066,u001122,2024-11-12 21:00:00,96.54,Unattributed,,last_touch_30d
1717,u001123,2024-10-30 19:00:00,134.56,Paid Social,3.0,last_touch_30d
1718,u001123,2024-11-09 08:00:00,58.25,Paid Social,3.0,last_touch_30d
11,u001124,2024-06-02 09:00:00,76.79,Unattributed,,last_touch_30d
440,u001130,2024-01-21 21:00:00,58.08,Unattributed,,last_touch_30d
441,u001130,2024-12-02 21:00:00,58.87,Search,1.0,last_touch_30d
602,u001131,2024-06-27 13:00:00,61.29,Affiliate,6.0,last_touch_30d
603,u001131,2024-12-14 18:00:00,42.75,Search,1.0,last_touch_30d
434,u001132,2024-07-15 02:00:00,33.18,Unattributed,,last_touch_30d
533,u001133,2024-07-22 17:00:00,69.56,Direct,,last_touch_30d
1368,u001135,2024-07-07 14:00:00,147.18,Unattributed,,last_touch_30d
143,u001136,2024-03-18 10:00:00,51.82,Unattributed,,last_touch_30d
525,u001138,2024-03-28 18:00:00,50.24,Direct,,last_touch_30d
524,u001138,2024-12-04 21:00:00,67.67,Unattributed,,last_touch_30d
1072,u001139,2024-07-26 11:00:00,99.8,Unattributed,,last_touch_30d
